naics3,model,count,observed,expected
484,poisson,8,159.0,137.01133173775932
484,poisson,9,128.0,105.69794502341033
484,poisson,10+,579.0,528.8481856336174
484,nb2,0,3150.0,3223.398358830584
484,nb2,1,1661.0,1780.3084193349034
484,nb2,2,1156.0,1074.6881970041957
484,nb2,3,748.0,690.5695208852078
484,nb2,4,501.0,466.34424717604924
484,nb2,5,371.0,328.47678980122805
484,nb2,6,284.0,239.88656016898108
484,nb2,7,190.0,180.6879203916186
484,nb2,8,159.0,139.71952995690728
484,nb2,9,128.0,110.469552265454
484,nb2,10+,579.0,692.4509041848702
484,zip,0,3150.0,3145.1445447694086
484,zip,1,1661.0,1773.2391911569232
484,zip,2,1156.0,1198.4072243971543
484,zip,3,748.0,773.4489427149215
484,zip,4,501.0,503.312650232529
484,zip,5,371.0,340.4387395437996
484,zip,6,284.0,240.8587569104906
484,zip,7,190.0,177.0986303865513
484,zip,8,159.0,134.17329485831516
484,zip,9,128.0,104.0645613641989
484,zip,10+,579.0,536.8134636657077
484,zinb,0,3150.0,3232.0287324676337
484,zinb,1,1661.0,1765.8141180538385
484,zinb,2,1156.0,1074.0763407174038
484,zinb,3,748.0,692.2523489539975
484,zinb,4,501.0,467.9419688501076
484,zinb,5,371.0,329.6467193659636
484,zinb,6,284.0,240.6987533665712
484,zinb,7,190.0,181.25406497111854
484,zinb,8,159.0,140.1232625920137
484,zinb,9,128.0,110.76480309115676
484,zinb,10+,579.0,692.3988875701948
236,poisson,0,4679.0,4161.911937949954
236,poisson,1,1494.0,2020.6112042656146
236,poisson,2,762.0,932.2077421421361
236,poisson,3,435.0,456.1722570533939
236,poisson,4,274.0,247.43312356235782
236,poisson,5,175.0,147.31531138043826
236,poisson,6,106.0,94.17816036810666
236,poisson,7,112.0,63.53500573458557
236,poisson,8,62.0,44.770194637944485
236,poisson,9,38.0,32.78130973937258
236,poisson,10+,232.0,168.08375316609556
236,nb2,0,4679.0,4822.640516817144
236,nb2,1,1494.0,1399.3041682429678
236,nb2,2,762.0,675.7024384634074
236,nb2,3,435.0,388.3835265805232
236,nb2,4,274.0,246.23194752440125
236,nb2,5,175.0,166.90126965193852
236,nb2,6,106.0,118.90192339539665
236,nb2,7,112.0,88.0570961668435
236,nb2,8,62.0,67.27296169106344
236,nb2,9,38.0,52.717088791462295
236,nb2,10+,232.0,342.88706267485173
236,zip,0,4679.0,4764.443292538408
236,zip,1,1494.0,1580.9493750254321
